sample_id,ambiguous_question,annotation_id,long_answer,knowledge,wikipages,qa_pair_id,sub_question,short_answers
7139732942062154674,Which political party is currently in power in ireland?,0,"From 1997 to 2011, the Independent political party was in power in Ireland.  In June 2007, the Green Party entered coalition government with Fianna Fáil and the Progressive Democrats. In January 2011 they left the coalition, and at the 2011 general election, lost all of their Dáil seats. From 2011-2016, The outgoing government was a Fine Gael–Labour Party coalition led by Taoiseach Enda Kenny and Tánaiste Joan Burton. Fine Gael stayed in power from 2016 to 2020. ","There are a number of political parties in Ireland, and coalition governments are common. The two historically largest parties, Fianna Fáil and Fine Gael, arose from a split in the original Sinn Féin, Fine Gael from the faction (Cumann na nGaedheal) that supported the 1921 Anglo-Irish Treaty and Fianna Fáil from the anti-Treaty faction","2016 Irish general election: https://en.wikipedia.org/wiki/2016%20Irish%20general%20election
Government of Ireland: https://en.wikipedia.org/wiki/Government%20of%20Ireland
List of political parties in the Republic of Ireland: https://en.wikipedia.org/wiki/List%20of%20political%20parties%20in%20the%20Republic%20of%20Ireland
Ireland: https://en.wikipedia.org/wiki/Ireland
2011 Irish presidential election: https://en.wikipedia.org/wiki/2011%20Irish%20presidential%20election
2011 Irish general election: https://en.wikipedia.org/wiki/2011%20Irish%20general%20election
2011 Northern Ireland Assembly election: https://en.wikipedia.org/wiki/2011%20Northern%20Ireland%20Assembly%20election",1,Which political party is currently in power in ireland's Dáil Éireann from 2016 to 2020?,Fine Gael
-2427005357321258325,Who did the virginia plan give more power to?,0,"The Virginia Plan which proposed the creation of a supreme national government with three branches and a bicameral legislature, gave more power to larger states, additionally the plan proposed that the legislative branch would have the power to veto state laws.","The Virginia Plan (also known as the Randolph Plan, after its sponsor, or the Large-State Plan) was a proposal to the United States Constitutional Convention for the creation of a supreme national government with three branches and a bicameral legislature.",Virginia Plan: https://en.wikipedia.org/wiki/Virginia%20Plan,1,Which branch did the Virginia Plan give more power to?,legislative branch
-891495941599464294,Who sings that was then this is now?,1,"The Mosquitos sang the original That Was Then This Is Now. ABC sang the song in 1983, and The Monkees sang it as their comeback single.",[NO_KNOWLEDGE_AVAILABLE],"That Was Then, This Is Now (song): https://en.wikipedia.org/wiki/That%20Was%20Then%2C%20This%20Is%20Now%20%28song%29
That Was Then but This Is Now: https://en.wikipedia.org/wiki/That%20Was%20Then%20but%20This%20Is%20Now",0,"Who sings the song ""That Was Then but This Is Now""?",ABC
-1121123354486556129,The bill of rights applies to the states through this amendment?,0,"The 14th and 15th amendments of 1868 and 1870 respectively, were a ratification to the United States' Constitutional bill of rights that gave more rights to the states and people over time. ",[NO_KNOWLEDGE_AVAILABLE],"Incorporation of the Bill of Rights: https://en.wikipedia.org/wiki/Incorporation%20of%20the%20Bill%20of%20Rights
Fifteenth Amendment to the United States Constitution: https://en.wikipedia.org/wiki/Fifteenth%20Amendment%20to%20the%20United%20States%20Constitution",1,The bill of rights applies to the states through this 1870 amendment?,"Amendment XV, Fifteenth Amendment, Fifteenth Amendment to the United States Constitution"
-1082244901275608711,What is the tallest ride at six flags over texas?,0,"The Six Flags over Texas amusement park is well known for their tall roller coasters. The Texas Giant was opened in 1990. At the time, it was the tallest wooden roller coaster in the world, standing at 143 ft tall. The Texas Giant got a facelift in 2010 when it was renovated into a steel and wood hybrid coaster. The new version is called the New Texas Giant. In 2001 Six Flags introduced the tallest and fastest coaster in Texas. It's called the Titan and stands at 245 ft. In 2003 the Superman: Tower of Power was introduced. At the time it was the tallest ride of its kind in the world. Now, the tallest ride in the Six Flags parks in the ""Texas SkyScreamer"" that opened on May 25, 2013. It holds the Guiness World Record for tallest swing carousel ride, and stands at 400 ft high.","Six Flags Over Texas is a 212-acre (86 ha) theme park located in Arlington, Texas, east of Fort Worth and west of Dallas. It is the first amusement park in the Six Flags chain. 
It originally opened as Texas Giant, which was the tallest wooden roller coaster in the world when it debuted in 1990.
Riders aboard SkyScreamer are carried aloft in two-person swing-like chairs attached to a rotating gondola mounted on a central tower. When the gondola reaches the top of the tower, riders are swung in a wide circle at speeds approaching 43 miles per hour (69 km/h), with expansive views of the adjacent countryside. The ride is marketed to both thrill-ride enthusiasts and patrons seeking a more family-friendly experience.
Six Flags Over Texas' model, dubbed the Texas SkyScreamer, was awarded the title of the ""world's tallest swing carousel ride"" by Guinness World Records.",Six Flags Over Texas: https://en.wikipedia.org/wiki/Six%20Flags%20Over%20Texas,4,What is the tallest triple drop tower ride at six flags over texas?,Superman: Tower of Power
4067447584006303072,Who are the top 5 leading scorers in nba history?,1,"The top 5 leading scorers in the NBA, National Basketball Association, are Kareem Abdul-Jabbar, Karl Malone, Kobe Bryant, Michael Jordan and Wilt Chamberlain. ",[NO_KNOWLEDGE_AVAILABLE],"List of National Basketball Association annual scoring leaders ...: https://en.wikipedia.org/wiki/List%20of%20National%20Basketball%20Association%20annual%20scoring%20leaders
List of National Basketball Association career scoring leaders ...: https://en.wikipedia.org/wiki/List%20of%20National%20Basketball%20Association%20career%20scoring%20leaders",1,Who is ranked as the second leading scorers in nba history?,Karl Malone
1029755223764707835,Who wrote the book of the new testament?,1,"The New Testament of the Bible is primarily written in parts with the majority of it written by Jewish disciples of Christ. Matthew, Mark, Luke, John wrote the gospels. The First Epistle of Peter was written by Peter, an apostle of Jesus Christ, Epistle of James was written by James, a servant of God, and the Pauline Epistles was written by Paul of Tarsus.",[NO_KNOWLEDGE_AVAILABLE],"New Testament: https://en.wikipedia.org/wiki/New%20Testament
Life of Jesus in the New Testament: https://en.wikipedia.org/wiki/Life%20of%20Jesus%20in%20the%20New%20Testament",3,Who wrote the Pauline epistles of the New Testament?,Paul of Tarsus
1396774387387020988,The first foreigner to receive bharat ratna was?,1,"The Bharat Ratna is the highest civilian award of the Republic of India. There is no formal provision that recipients of the Bharat Ratna should be Indian citizens. It has been awarded to a naturalised Indian citizen, Mother Teresa in 1980, and to two non-Indians, Khan Abdul Ghaffar Khan of Pakistan in 1987 and the former South African president Nelson Mandela in 1990.",The Bharat Ratna (Hindi pronunciation: [bʰaːɾət̪ rət̪nə]; Jewel of India)[1] is the highest civilian award of the Republic of India.,"Abdul Ghaffar Khan: https://en.wikipedia.org/wiki/Abdul%20Ghaffar%20Khan
Bharat Ratna: https://en.wikipedia.org/wiki/Bharat%20Ratna",1,Who was the first non-citizen to receive the Bharat Ratna?,Khan Abdul Ghaffar Khan
6535013039679844492,Who was the last person hanged in england?,1,"The last executions in the United Kingdom were by hanging, and took place in 1964, before capital punishment was suspended for murder in 1965 and finally abolished for murder in 1969 (1973 in Northern Ireland). The last two people hanged were Peter Anthony Allen, at Walton Prison in Liverpool, and Gwynne Owen Evans, at Strangeways Prison in Manchester, who were executed for the murder of John Alan West.","The last executions in the United Kingdom were by hanging, and took place in 1964, before capital punishment was suspended for murder in 1965 and finally abolished for murder in 1969 (1973 in Northern Ireland).","Hanging: https://en.wikipedia.org/wiki/Hanging
Capital punishment in the United Kingdom: https://en.wikipedia.org/wiki/Capital%20punishment%20in%20the%20United%20Kingdom
Bridgend suicide incidents: https://en.wikipedia.org/wiki/Bridgend%20suicide%20incidents",1,"Of the last two people hanged in England, who was the person hanged in Manchester?","Gwynne Owen Evans, Evans"
-2352037698769402666,Who played warden hodges in dad's army?,0,"The BBC sitcom Dad's Army ran from 1968 to 1977. In the 1971 film version of the show, English comedy actor Bill Pertwee played warden hodges. Several years later, in 1995, he portrayed warden hodges on a radio recording of ""Dad's Army"". Another remake of the film was released in 2016 in which warden hodges was then played by English film and television actor Martin Savage. ","It was written by Jimmy Perry and David Croft, and broadcast on the BBC from 1968 to 1977. 
Dad's Army is a BBC sitcom about the British Home Guard during the Second World War.
In 1971, in common with many British sitcoms of that era, Dad's Army was made into a feature film. 
Other major film appearances include V for Vendetta (2006), Rush (2013), and as Warden Hodges in Dad's Army (2016).
Martin Savage is an English film, stage and television actor.
Dad's Army is a 2016 British war comedy film, based on the BBC television sitcom Dad's Army. ","Martin Savage (actor): https://en.wikipedia.org/wiki/Martin%20Savage%20%28actor%29
Dad's Army (1971 film): https://en.wikipedia.org/wiki/Dad%27s%20Army%20%281971%20film%29
List of Dad's Army radio episodes: https://en.wikipedia.org/wiki/List%20of%20Dad%27s%20Army%20radio%20episodes
Dad's Army: https://en.wikipedia.org/wiki/Dad%27s%20Army
Dad's Army (2016 film): https://en.wikipedia.org/wiki/Dad%27s%20Army%20%282016%20film%29",4,Who played warden hodges in the 1971 film dad's army?,"William Desmond Anthony Pertwee, Bill Pertwee, William Desmond Anthony Pertwee, MBE"
4469900475790977237,Who plays the voice of darth vader in star wars?,1,"Several actors have played the voice of Darth Vader in Star Wars. Actor James Earl Jones did in Star Wars Episodes III to VI, IX, Rogue One, and Rebels. Actor and singer Brock Peters did in the Star Wars radio series and radio drama. Ben Burtt played Vader's vocal effect in Star Wars. Burtt is a sound designer, film editor, director, screenwriter, and voice actor.","James Earl Jones (born January 17, 1931) is an American actor whose career spans more than seven decades.
Brock Peters (born George Fisher; July 2, 1927 – August 23, 2005) was an American actor and singer, best known for playing the role of Tom Robinson in the 1962 film To Kill a Mockingbird and for his role as the villainous ""Crown"" in the 1959 film version of Porgy and Bess.
Benjamin Burtt Jr. (born July 12, 1948) is an American sound designer, film editor, director, screenwriter, and voice actor.","Darth Vader: https://en.wikipedia.org/wiki/Darth%20Vader
Brock Peters: https://en.wikipedia.org/wiki/Brock%20Peters",1,Who plays the voice of darth vader in star wars for vocal effects?,"Ben Burtt, Benjamin Burtt Jr."
6330824780567061790,Who voices rocket raccoon in guardians of the galaxy?,1,"In the Guardians of the Galaxy film released in 2014, the character Rocket Racoon was voiced by Bradley Cooper. The episodic Guardians of the Galaxy video game, made by the company Telltale Games after the film, featured Nolan North as Rocket Raccoon. The Guardians of the Galaxy animated TV show featured Trevor Devall as Rocket Raccoon.","Media
Guardians of the Galaxy (film), the 2014 film based on the 2008 comic book version
Guardians of the Galaxy (Marvel Cinematic Universe), the team in the Marvel Cinematic Universe
Guardians of the Galaxy (soundtrack), the soundtrack for the film
Guardians of the Galaxy (TV series), an animated series inspired by the film
Guardians of the Galaxy: The Telltale Series, an episodic video game series, developed by Telltale Games, inspired by the film
Guardians of the Galaxy Vol. 2, the 2017 sequel to the 2014 film
Guardians of the Galaxy Vol. 2 (soundtrack), the soundtrack for the film
Guardians of the Galaxy (video game)
The Guardians of the Galaxy Holiday Special (2022)
Guardians of the Galaxy Vol. 3 (2023)
I Am Groot (TBA)
Guardians of the Galaxy: The Telltale Series is an episodic graphic adventure video game series developed and published by Telltale Games. Based on Marvel Comics' Guardians of the Galaxy comic book series, the game's first episode was released on April 18, 2017.
Guardians of the Galaxy is an American animated television series based on the Marvel Comics superhero team of the same name.","Guardians of the Galaxy (film): https://en.wikipedia.org/wiki/Guardians%20of%20the%20Galaxy%20%28film%29
Guardians of the Galaxy (TV series): https://en.wikipedia.org/wiki/Guardians%20of%20the%20Galaxy%20%28TV%20series%29
Rocket Raccoon: https://en.wikipedia.org/wiki/Rocket%20Raccoon
Guardians of the Galaxy – Mission: Breakout!: https://en.wikipedia.org/wiki/Guardians%20of%20the%20Galaxy%20%E2%80%93%20Mission%3A%20Breakout%21
Guardians of the Galaxy: https://en.wikipedia.org/wiki/Guardians%20of%20the%20Galaxy
Guardians of the Galaxy (2008 team): https://en.wikipedia.org/wiki/Guardians%20of%20the%20Galaxy%20%282008%20team%29
Guardians of the Galaxy: The Telltale Series: https://en.wikipedia.org/wiki/Guardians%20of%20the%20Galaxy%3A%20The%20Telltale%20Series",1,Who voices Rocket Raccoon in Guardians of the Galaxy : The Telltale Series?,Nolan North
1015720558121711605,India rank in world bank ease of doing business?,0,"The ease of doing business index is an index created jointly by Simeon Djankov, Michael Klein and Caralee McLiesh, three leading economists at the World Bank Group. Higher rankings (a low numerical value) indicate better, usually simpler, regulations for businesses and stronger protections of property rights. In 2015, India was ranked 142 on the scale. From 2016 to 2017, they move up ranks to 130.","The ease of doing business index is an index created jointly by Simeon Djankov, Michael Klein and Caralee McLiesh, three leading economists at the World Bank Group.[1][2][3] The origins of the idea are described in a 2016 Journal of Economic Perspectives article. The academic research for the report was done jointly with professors Edward Glaeser, Oliver Hart and Andrei Shleifer.[4][5] Higher rankings (a low numerical value) indicate better, usually simpler, regulations for businesses and stronger protections of property rights.",Ease of doing business index: https://en.wikipedia.org/wiki/Ease%20of%20doing%20business%20index,0,India rank in world bank ease of doing business in 2017?,130
-1859261645300630518,When does steve come back in shameless season 5?,1,"Shameless is set in Chicago's South Side[1] and tells the story of an alcoholic father, Frank Gallagher, and his six children who take care of each other and create better lives despite Frank's poor influence. A variety of fictional characters appear in the American comedy-drama television series Shameless, created by Paul Abbott. In season 5, Fiona impulsively marries Gus Pfender, the bassist of an indie rock band. She then cheats on Gus with Jimmy when he appears in town once again. Her extramarital affair with Jimmy, along with her budding relationship with her manager, Sean, end her marriage. Jimmy returns in Season 5 episode 5 entitled ""Rite of Passage"" which aired on February 8, 2015.","Shameless is set in Chicago's South Side[1] and tells the story of an alcoholic father, Frank Gallagher, and his six children who take care of each other and create better lives despite Frank's poor influence. 53	5	""Rite of Passage""	Alex Graves	Etan Frankel	February 8, 2015	1.64
A variety of fictional characters appear in the American comedy-drama television series Shameless, created by Paul Abbott. 
53	5	""Rite of Passage""	Alex Graves	Etan Frankel	February 8, 2015	1.64","List of Shameless (American TV series) characters: https://en.wikipedia.org/wiki/List%20of%20Shameless%20%28American%20TV%20series%29%20characters
Shameless (season 5): https://en.wikipedia.org/wiki/Shameless%20%28season%205%29
List of Shameless characters: https://en.wikipedia.org/wiki/List%20of%20Shameless%20characters",4,What it the name of the episode when steve come back in shameless season 5?,"""Rite of Passage"""
5373802723357129190,Who made the song total eclipse of the heart?,1,"Several people made the song Total Eclipse of the Heart. The song was originally recorded by Welsh singer-songwriter Bonnie Tyler and released on Tyler's fifth studio album, Faster Than the Speed of Night. It was written and produced by Jim Steinman, an American composer, lyricist, record producer, and playwright who also worked as an arranger, pianist, and singer.","Bonnie Tyler (born Gaynor Hopkins, 8 June 1951)[2] is a Welsh singer-songwriter who is known for her distinctive husky voice.
James Richard Steinman (November 1, 1947 – April 19, 2021) was an American composer, lyricist, record producer, and playwright.[1] He also worked as an arranger, pianist, and singer.",Total Eclipse of the Heart: https://en.wikipedia.org/wiki/Total%20Eclipse%20of%20the%20Heart,4,"Who wrote the song ""Total Eclipse of The Heart""?",Jim Steinman
-6515253108883238456,Who warned the colonists that the british were coming?,0,"There were several who warned the colonists that the British were coming, including Sybil Ludington, who reportedly did on April 26, 1777, and Kate Barry, who did in 1781. Paul Revere, Samuel Prescott, Israel Bissell, Robert Newman, and William Dawes warned the colonists that the British were coming in April 1775. Jack Jouett warned Thomas Jefferson that the British were coming.",[NO_KNOWLEDGE_AVAILABLE],"Sybil Ludington: https://en.wikipedia.org/wiki/Sybil%20Ludington
Samuel Prescott: https://en.wikipedia.org/wiki/Samuel%20Prescott
Jack Jouett: https://en.wikipedia.org/wiki/Jack%20Jouett
Paul Revere: https://en.wikipedia.org/wiki/Paul%20Revere
Israel Bissell: https://en.wikipedia.org/wiki/Israel%20Bissell
Kate Barry: https://en.wikipedia.org/wiki/Kate%20Barry",3,Who warned Thomas Jefferson that the british were coming?,"John Jouett Jr., Jack Jouett"
-1625214098115464871,When did the fur trade began in canada?,0," The fur trade began in North America between Aboriginal peoples in Canada and Native Americans in the United States, in the pre–Columbian Era. Later in the 1500s, trade between Europeans and First Nations began. The French started trading in the 16th century, the English established trading posts on Hudson Bay in present-day Canada during the 17th century, while the Dutch had trade by the same time in New Netherland.",[NO_KNOWLEDGE_AVAILABLE],"North American fur trade: https://en.wikipedia.org/wiki/North%20American%20fur%20trade
Fur trade: https://en.wikipedia.org/wiki/Fur%20trade",1,When did the French fur trade began in canada?,"the 1500s, 16th century, 1530s and 1540s, sixteenth century"
2260680157828850192,Who wins at the end of friday night lights?,1,"Friday Night Lights was a book, a film, and a TV series. David Wendel Carter High School wins at the ends of both Friday Night Lights: A Town, a Team, and a Dream, the 1990 nonfiction book by H. G. Bissinger, and the 2004 film Friday Night Lights adapted from the book. At the end of Friday Night Lights Season 5, the final season of the TV series inspired by the book, the East Dillon Lions win.","The fifth and final season of the American serial drama television series Friday Night Lights commenced airing in the United States on October 27, 2010.
Friday Night Lights is an American sports drama television series developed by Peter Berg, that is inspired by the 1990 nonfiction book by H. G. Bissinger, which was adapted as the 2004 film of the same name by Berg.
Friday Night Lights: A Town, a Team, and a Dream is a 1990 non-fiction book written by H. G. Bissinger.","Friday Night Lights: A Town, a Team, and a Dream: https://en.wikipedia.org/wiki/Friday%20Night%20Lights%3A%20A%20Town%2C%20a%20Team%2C%20and%20a%20Dream
Friday Night Lights (film): https://en.wikipedia.org/wiki/Friday%20Night%20Lights%20%28film%29
Friday Night Lights (TV series): https://en.wikipedia.org/wiki/Friday%20Night%20Lights%20%28TV%20series%29
Friday Night Lights (season 5): https://en.wikipedia.org/wiki/Friday%20Night%20Lights%20%28season%205%29",0,Who wins at the end of friday night lights film?|Who wins at the end of friday night lights book?,"Dallas Carter, David W. Carter High School, Dallas Carter High School, David Wendel Carter High School"
-8636792970043412417,When was the last time australia won the ashes in england?,1,"The Ashes is a Test cricket series played between England and Australia. The term originated in a satirical obituary published in a British newspaper, The Sporting Times, immediately after Australia's 1882 victory at The Oval, its first Test win on English soil. The obituary stated that English cricket had died, and ""the body will be cremated and the ashes taken to Australia"". The last time Australia won the Ashes in England was series 61, held on July 5, 2001.","The Ashes is a Test cricket series played between England and Australia. The term originated in a satirical obituary published in a British newspaper, The Sporting Times, immediately after Australia's 1882 victory at The Oval, its first Test win on English soil. The obituary stated that English cricket had died, and ""the body will be cremated and the ashes taken to Australia"".[1]","The Ashes: https://en.wikipedia.org/wiki/The%20Ashes
List of Ashes series: https://en.wikipedia.org/wiki/List%20of%20Ashes%20series",0,On what date was the last time Australia won the ashes in England?,"July 5, 2001"
-8163860826799817667,Who won the battle of blackburn's ford?,0,"The Battle of Blackburn's Ford (also known as the Skirmish at Blackburn's Ford) took place on July 18, 1861, in the Confederate state of Virginia, as part of the Manassas campaign of the American Civil War. Union general Irvin McDowell's Army of Northeastern Virginia was marching south towards the Confederate capital of Richmond, and encountered the Confederate Army of the Potomac under the command of P. G. T. Beauregard. The battle ended in a victory for the Confederacy when Col. Jubal A. Early arrived with his Confederate brigade after marching two miles north from Beauregard's headquarters at Wilmer McLean's house.","The Battle of Blackburn's Ford (also known as the Skirmish at Blackburn's Ford)[2] took place on July 18, 1861, in the Confederate state of Virginia, as part of the Manassas campaign of the American Civil War. Union general Irvin McDowell's Army of Northeastern Virginia was marching south towards the Confederate capitol of Richmond, and encountered the Confederate Army of the Potomac under the command of P. G. T. Beauregard.
Col. Jubal A. Early arrived with his Confederate brigade after marching two miles north from Beauregard's headquarters at Wilmer McLean's house. The availability of this additional firepower completed the Confederate victory, and a reinforced Washington Artillery kept the Union troops under fire as they retreated. ",Battle of Blackburn's Ford: https://en.wikipedia.org/wiki/Battle%20of%20Blackburn%27s%20Ford,1,Which army won the battle of blackburn's ford?,"The Confederate Army of the Potomac, Confederate Army of the Potomac, Army of the Potomac"
-3923847051190568954,Who presents the people's postcode lottery advert?,1,"The People's Postcode Lottery is a subscription lottery in Great Britain, run by Postcode Lottery Limited. Presenters Judie McCourt, Danyl Johnson, Jeff Brazier and Matt Johnson visit People's Postcode Lottery winners to present them with their winnings.","People's Postcode Lottery is a subscription lottery in Great Britain, run by Postcode Lottery Limited 
Presenters Judie McCourt, Danyl Johnson, Jeff Brazier and Matt Johnson visit People's Postcode Lottery winners to present them with their checks, attend Postcode Million events and take part in People's Postcode Lottery advertising campaigns.

","Jeff Brazier: https://en.wikipedia.org/wiki/Jeff%20Brazier
People's Postcode Lottery: https://en.wikipedia.org/wiki/People%27s%20Postcode%20Lottery",0,Which woman presents the people's postcode lottery advert?,Judie McCourt
-4465070934230250382,What did modern conservatives in the 1980s want to reduce?,1,"In the 1980s, President Ronald Reagan rejuvenated the conservative Republican ideology, with tax cuts, greatly increased defense spending, deregulation, a policy of rolling back communism, a greatly strengthened military and appeals to family values and conservative Judeo-Christian morality. Modern conservatives wanted to reduce Soviet communism in Latin America, Africa and worldwide. They wanted a marginal income tax rate on the wealthiest Americans, and they wanted to reduce federal spending, especially in anti-poverty programs.","In the 1980s, President Ronald Reagan rejuvenated the conservative Republican ideology, with tax cuts, greatly increased defense spending, deregulation, a policy of rolling back communism, a greatly strengthened military and appeals to family values and conservative Judeo-Christian morality.","Reagan Era: https://en.wikipedia.org/wiki/Reagan%20Era
Timeline of modern American conservatism: https://en.wikipedia.org/wiki/Timeline%20of%20modern%20American%20conservatism",2,What did modern conservatives in the 1980s want to reduce in government outlays?,"federal spending, especially in anti-poverty programs"
-3513634049560770697,Who wrote stand up stand up for jesus?,1,"George Duffield Jr. wrote the lyrics for Stand Up Stand Up for Jesus. The traditional tune Webb was composed by George James Webb, and the lesser-used tune Geibel was composed by Adam Geibel.",[NO_KNOWLEDGE_AVAILABLE],"Stand Up, Stand Up for Jesus: https://en.wikipedia.org/wiki/Stand%20Up%2C%20Stand%20Up%20for%20Jesus",0,Who wrote the lyrics for stand up stand up for jesus?,"Duffield, George Duffield Jr."
-196855123397981737,Who took control of the italian government in 1922?,1,"In 1922, the National Fascist Party, the faction of the Italian fascists, and leader and prime minister Benito Mussolini took control of the Italian government. The Kingdom of Italy was governed by the National Fascist Party, an Italian political party created by Benito Mussolini, from 1922 to 1943 with Benito Mussolini as prime minister.","The National Fascist Party (Italian: Partito Nazionale Fascista, PNF) was an Italian political party, created by Benito Mussolini as the political expression of Italian Fascism and as a reorganization of the previous Italian Fasces of Combat.
The Kingdom of Italy was governed by the National Fascist Party from 1922 to 1943 with Benito Mussolini as prime minister.",Fascist Italy (1922–1943): https://en.wikipedia.org/wiki/Fascist%20Italy%20%281922%E2%80%931943%29,2,What faction took control of the Italian government in 1922?,Italian fascists
-3995380877486160814,Civil court of the city of new york jurisdictional limit?,0,"The New York City Civil Court has both a monetary jurisdictional limit and an equity jurisdictional limit. Its monetary jurisdictional limit is $25,000, including replevin when the value of the chattel does not exceed that amount, real property actions such as partitions, and foreclosures within the monetary limit. Its equity jurisdictional limit is also $25,000 and is limited to real property actions, ejectment actions, and actions to rescind or reform a contract not involving more than the $25,000 jurisdictional limit.",[NO_KNOWLEDGE_AVAILABLE],New York City Civil Court: https://en.wikipedia.org/wiki/New%20York%20City%20Civil%20Court,0,Civil court of the city of new york monetary jurisdictional limit?,"$25,000"
318044511055681208,Who played alan turner's son in emmerdale?,0,"Terence Turner is a fictional character from the British ITV soap opera, ""Emmerdale"". He was played first by Stephen Marchant in 1985 and then by Nicholas Brimble until the character's death in 2006. It was announced that Nick Brimble would be taking over the role in 2005. He is the son of Alan Turner, who is played by Richard Thorp.","Actor Stephen Marchant debuted on-screen as Terence in April 1985.
On 9 December 2005, It was announced that Terence would be returning to the serial, with Nick Brimble taking over the role.
Alan Turner is a fictional character from the British ITV soap opera, Emmerdale, played by Richard Thorp. ","Terence Turner: https://en.wikipedia.org/wiki/Terence%20Turner
Alan Turner (Emmerdale): https://en.wikipedia.org/wiki/Alan%20Turner%20%28Emmerdale%29",2,Who played alan turner's son in emmerdale in 1985?,Stephen Marchant
-8867264869660631865,Who plays rocket's voice in guardians of the galaxy?,1,"Rocket Raccoon is a fictional character appearing in American comic books published by Marvel Comics. In August 2013, Marvel announced that Bradley Cooper would voice Rocket in the film version of Guardians of the Galaxy. Trevor Devall, a Canadian–American voice actor and podcaster, was the voice of Rocket in the Guardians of the Galaxy TV series. Nolan North, an American actor, was the voice of Rocket in the Guardians of the Galaxy video game.","Rocket Raccoon is a fictional character appearing in American comic books published by Marvel Comics.
Trevor Devall (born November 10, 1972[1]) is a Canadian–American[citation needed] voice actor and podcaster.
Nolan North (born October 31, 1970) is an American actor.","Guardians of the Galaxy (film): https://en.wikipedia.org/wiki/Guardians%20of%20the%20Galaxy%20%28film%29
Rocket Raccoon: https://en.wikipedia.org/wiki/Rocket%20Raccoon
Guardians of the Galaxy (TV series): https://en.wikipedia.org/wiki/Guardians%20of%20the%20Galaxy%20%28TV%20series%29
Guardians of the Galaxy – Mission: Breakout!: https://en.wikipedia.org/wiki/Guardians%20of%20the%20Galaxy%20%E2%80%93%20Mission%3A%20Breakout%21
Guardians of the Galaxy Vol. 2: https://en.wikipedia.org/wiki/Guardians%20of%20the%20Galaxy%20Vol.%202
Guardians of the Galaxy: The Telltale Series: https://en.wikipedia.org/wiki/Guardians%20of%20the%20Galaxy%3A%20The%20Telltale%20Series",0,Who plays rocket's voice in the guardians of the galaxy film?,Bradley Cooper
-966202743410033352,When did michael record dont matter to me?,0,"Michael Jackson first recorded the vocals in a 1983 recording session with Paul Anka. ""Don't Matter to Me"" is a song by Canadian musician Drake featuring vocals from Michael Jackson, from Drake's fifth studio album Scorpion in 2018.","""Don't Matter to Me"" is a song by Canadian musician Drake featuring posthumous vocals from American singer-songwriter Michael Jackson, from Drake's fifth studio album Scorpion (2018).","Don't Matter to Me: https://en.wikipedia.org/wiki/Don%27t%20Matter%20to%20Me
Michael Jackson singles discography: https://en.wikipedia.org/wiki/Michael%20Jackson%20singles%20discography",1,"When was the Drake and Micheal Jackson version of ""Don't Matter to Me"" recorded?",2018
6535013039679844492,Who was the last person hanged in england?,0,"Peter Anthony Allen was the last person hung in England. On August 13, 1964, Peter Allen, was hung at Walton Prison in Liverpool. Gwynne Owen Evans was hung on April 7, 1964, at Strangeways Prison in Manchester. Evans was executed for the murder of John Alan West. Allen is the last person executed in Britain.","England and in the United Kingdom: on 13 August 1964, Peter Anthony Allen, at Walton Prison in Liverpool, and Gwynne Owen Evans, at Strangeways Prison in Manchester, were executed for the murder of John Alan West on 7 April that year.
The last executions in the United Kingdom were by hanging, and took place in 1964, before capital punishment was suspended for murder in 1965 and finally abolished for murder in 1969 (1973 in Northern Ireland). ","Hanging: https://en.wikipedia.org/wiki/Hanging
Capital punishment in the United Kingdom: https://en.wikipedia.org/wiki/Capital%20punishment%20in%20the%20United%20Kingdom
Bridgend suicide incidents: https://en.wikipedia.org/wiki/Bridgend%20suicide%20incidents",1,"Of the last two people hanged in England, who was the person hanged in Manchester?","Gwynne Owen Evans, Evans"
3121525591331971729,Who played mary in the passion of christ?,0,"The Passion of the Christ is a 2004 American biblical drama film produced, co-written and directed by Mel Gibson and starring Jim Caviezel as Jesus of Nazareth, Maia Morgenstern as the Virgin Mary, and Monica Bellucci as Mary Magdalene. The Passion is a television drama serial produced by the BBC and HBO Films in association with Deep Indigo Productions. It tells the story of the last week in the life of Jesus. The part of Jesus is played by Joseph Mawle, the part of the Virgin Mary is played by Penelope Wilton, and the part of Mary Magdelene is played by Paloma Baeza.",The Passion is a television drama serial produced by the BBC and HBO Films in association with Deep Indigo Productions. It tells the story of the last week in the life of Jesus.,"The Passion of the Christ: https://en.wikipedia.org/wiki/The%20Passion%20of%20the%20Christ
The Passion: New Orleans: https://en.wikipedia.org/wiki/The%20Passion%3A%20New%20Orleans
Vie et Passion du Christ: https://en.wikipedia.org/wiki/Vie%20et%20Passion%20du%20Christ
The Passion (TV serial): https://en.wikipedia.org/wiki/The%20Passion%20%28TV%20serial%29",3,Who played mary magdalene in the 2004 passion of christ film?,"Monica Bellucci, Bellucci"
